Product_name,Brand,Rating,No_Rating,key_benefits_list
Dr. Reckeweg R8 Jut-U-Sin Cough Syrup,Dr Reckeweg & Co,4.6,137 Ratings,"['Belladona', 'Bryonia', 'Ammonium Causticum', 'Coccus Cacti', 'Corallium Rubrum', 'Cuprum Aceticum', 'Drosera', 'Ipecacuanha', 'Chamomila', 'Thymus Vulgaris', 'The cough syrup can help provide relief from violent coughs', 'It may aid in reducing dry cough and the accumulation of mucus in the throat', 'It can be effective for the violent attack of convulsive cough with a choking fit', 'Adults and children 13 years and over: 1 teaspoonful', 'Children (5-12 years): ½ teaspoonful', 'Children (2-5 years): ¼ teaspoonful', 'Take 3-5 times daily for all age groups', 'Read the label carefully before use', 'Store in a cool and dry place', 'Consult a healthcare professional before use if pregnant or breastfeeding', 'Keep out of reach of children']"
SBL Ginkgo Biloba Mother Tincture Q,SBL Pvt Ltd,4.6,198 Ratings,"['Ginkgo biloba', 'Alcohol', 'Treats general weakness, excessive talking, memory loss and dementia', 'Relieves muscular weakness, skin conditions and improves urination', 'Helps in concentrating and many symptoms of autoimmune diseases', 'Treats multiple-sclerosis and reduces Platelet Activating Factors (PAF)', 'Read the label carefully before use', 'Do not exceed the recommended dosage', 'Keep out of the reach of children', 'Store in a cool and dry place']"
Bjain Omeo Mouth Ulcer Tablet,Bjain Pharmaceuticals Pvt Ltd,4.4,49 Ratings,[]
SBL FP Ointment,SBL Pvt Ltd,4.3,271 Ratings,"['Hamamelis Virginica', 'Hydrastis Canadensis', 'AesculusHippocastanum', 'Ratanhia', 'PaeoniaOfficinalis', 'Viburnum Prunifolium', 'ParaffinumMolle', 'Treats haemorrhoids, colitis, fissures and ulceration of anus and perineum', 'Provides relief in haemorrhoids with sharp shooting pains', 'Also provide relieffrom burning in anus and rectum with chills up and down back', 'Cures protrusion of haemorrhoids and fissures of anus', 'Relieves biting and itching in anus and swollen orifice', 'Brings relief to portal congestion', 'Treats fissure and piles associated with chronic constipation or diarrhoea, lifting heavy weights regularly, pregnancy or straining when passing a stool', 'Treats constipation, with sinking feeling in stomach and dull headache', 'Provide relief while passing stool, from smarting pain in rectum', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children']"
SBL Calendula Officinalis Mother Tincture Q,SBL Pvt Ltd,4.6,323 Ratings,"['Highly effective in the treatment of injuries in any part of the body', 'Relieves pain associated with any injuries', 'Helps in granulation process and promotes faster healing in cases of keloids and treats any associated ailments', 'Treats mouth ulcers and prevents their formation', 'Highly effective in the treatment of rheumatic pains', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Use under medical supervision', 'Store in a cool dry place away from direct sunlight and heat']"
Bangalore Bio-Plasgens Soundarya Complexion Cream,Bangalore Bio-Plasgens,4.3,240 Ratings,[]
Dynamic Homeopathy Dynamic 52 Entrodyn Dilution,Dynamic Agencies,4.3,240 Ratings,"['Nux Vomica', 'Holarrhena Antidysentrica (Kurchi)', 'Embelia Ribes', 'Aegle Marmelos', 'Atista Indica', 'Ferrum Phosphoricum', 'Kali Muriaticum', 'Kali Phosphoricum', 'Calcarea Phosphoricum', 'Kali Sulphuricum', 'Natrum Sulphuricum', 'It is a homoeopathic remedy that helps increase vitality and stamina', 'It improves lubrication and mobility', 'It helps in blood circulation and promotes better performance', 'Take 20 drops in the morning and 20 drops in the evening in ½ glass of water half an hour before meals or as advised by your physician', 'Read the product label carefully before use', 'Store in a cool and dry place away from direct sunlight', 'Keep out of reach of children', 'Consult a doctor before taking any supplement', 'Do not exceed the recommended dosage', 'Pregnant or nursing mothers, children, and people with medical conditions must consult a physician before taking this supplement']"
SBL Euphrasia 10% Eye Drop,SBL Pvt Ltd,4.6,306 Ratings,"['Euphrasia Officinalis Q', 'Sodium methyl hydroxybenzoate', 'Isotonic solution of sodium chloride', 'Helps deal with cataracts', 'Provides relief from dryness in eyes, irritation, sand-like sensation in the eyes, lachrymation', 'Helps during burning, eye strain, blur vision', 'Increase circulation in the eye tissues and maintains normal metabolism', 'Effective in chronic conjunctivitis, corneal opacity due to high blood sugar levels, old age or gout', 'Manages conjunctival irritation, over-strained eyes due to excessive computer or mobile use or TV and inflammatory eye diseases', 'Provides relief during the cloudy vision, sensitivity to light and glare and poor night vision', 'Manages itching and inflammation along the eyelid margins, swelling and agglutination of lids', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children']"
Dr Willmar Schwabe India Jaborandi Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,4.4,178 Ratings,"['Jaborandi', 'It is used for the treatment of hair fall and its associated conditions', 'Strengthens hair follicles and prevents hair fall', 'Jaborandi has natural sedative properties and is helpful in correcting sleeping disorders', 'It is also used in managing problems related to thyroid and goitre', 'Treats conditions of drowsiness due to stoppage of perspiration and salivation and the secreted parts become excessively dry', 'Based on homoeopathic composition, it safe to use and has no side effects', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Use under medical supervision', 'Store in a cool dry place away from direct sunlight and heat']"
Dr. Reckeweg R29 Vertigo And Syncope Drop,Dr Reckeweg & Co,4.5,163 Ratings,"['Argentum nitricum', 'Cocculus', 'Conium', 'Theridion curassavicum', 'Argentum nitricum can be helpful for vertigo and general instability and trembling due to weakness of nerves', 'Cocculus acts on the cerebrospinal system and reduces tendencies of vertigo when sitting, with nausea, and a tendency to vomit and faint', 'Conium can reduce the sensation of giddiness and numbness in the brain', 'Theridion curassavicum may aid in alleviating vertigo when closing eyes, sitting or lying down, and exposed to noise or solar heat', 'Read the label carefully before use', 'Store in a cool and dry place', 'Keep out of reach of children']"
SBL Sulphur Dilution 30 CH,SBL Pvt Ltd,4.4,820 Ratings,"['Sugar of milk', 'The saturated solution of sulphur', 'Absolute alcohol', 'The dilution can help alleviate skin ailments like redness, burning, and inflammation', 'It may assist in healing scaling and flaking of the skin of the hands, feet, and at the fold of joints', 'It helps reduce stomach and abdomen issues like acidity', 'It aids in soothing chest heaviness', 'Do not exceed the recommended dosage', 'Read the label carefully before use', 'Store in a cool dry place away from direct sunlight', 'Keep out of reach of children', 'Avoid any strong smell in the mouth such as coffee, onion, hing, mint, camphor, garlic etc. while taking the medicine', 'Keep at least half an hour gap between food/drink/ any other medicines and allopathic medicine']"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),Dr Batra Positive Health Products Limited,4.4,820 Ratings,"['Echinacea', 'Aconitum Nappelus', 'Sambucus Nigra', 'Baptisia Tinctoria', 'Thuja', 'Echinacea helps to increase white blood cells, which help in fighting infections and builds the immune system', 'Help fight bacterial and viral infections', 'Aconitum Nappelus helps those who become ill after a cold and cough', 'Helps to improve immunity and acts as an anti-septic', 'Thuja acts on the lymphatic\xa0 system and swollen glands', 'It is safe, scientific and long-lasting', 'Read the label carefully before use', 'Keep out of reach of the children', 'Store in a cool dry place']"
Dr Willmar Schwabe India Rauwolfia Serpentina Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,4.5,199 Ratings,"['Rauvolfia Serpentina', 'It helps in reducing high blood pressure and its associated symptoms', 'Helps in calming the nervous system and reduces anxiety', 'Treats several types of mental disorders such as aggression, mood swings, depression and insomnia', 'It is also helpful in treating symptoms of diarrhoea in rare cases and treats conditions of dysentery', 'It relaxes the blood vessels by reducing noradrenaline from artery walls and improves blood flow', 'A great remedy for treating sleeping disorders', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Use under medical supervision', 'Store in a cool dry place away from direct sunlight and heat']"
Dr Willmar Schwabe India Dizester Digestive Tonic Sugar Free,Dr Willmar Schwabe India Pvt Ltd,4.3,266 Ratings,"['Foeniculum vulgare3% v/v', 'Mentha piperita Q3% v/v', 'Nux moschata Q2% v/v', 'Zingiber officinalis Q2% v/v', 'Asafoetida Q2% v/v', 'Carum carvi Q2% v/v', 'Terminalia arjuna Q1% v/v', 'Excipients:QS to 100%', 'Alcohol content11.9% v/v', 'Foeniculum vulgare is widely used as a carminative, digestive, lactogogue and in managing respiratory and gastrointestinal-related concerns', 'Mentha piperita is indicated in managing flatulent colic, deranged digestion, infantile colic, and bilious colic with the accumulation of gas', 'Nux moschata is useful in flatulent dyspepsia, nervous irritation of the intestinal tract, diarrhoea and loss of appetite', 'Zingiber officinalis is indicated in reducing the heaviness of the abdomen and the pain in the stomach area due to gastritis or gastric ulcer', 'Asafoetida helps in managing the flatulence and spasmodic contraction of the stomach and oesophagus with reverse peristalsis and obstinate constipation', 'Carum carvi is antispasmodic and carminative thus soothes the digestive tract acting directly on intestinal muscles and improving the appetite', 'Terminalia arjuna covers loss of appetite, nausea, constipation, and bitter taste in the mouth', 'Take 1-2 teaspoon 2-3 times daily, 1/2 teaspoon every 1-3 hours during acute indigestion', 'Children should be given half of the adult dose', 'Read the label carefully before use', 'Store in a cool and dry place, away from sunlight', 'Keep out of reach of children', ""Don't exceed the recommended dosage"", 'Use under medical supervision', 'Avoid any strong smell in the mouth, such as coffee, onion, hing, mint, camphor, garlic etc., while taking medicine', 'Avoid eating tobacco or drinking alcohol during the course']"
Bakson's Gastro Aid Tablet,Bakson's Homeopathy,4.5,164 Ratings,"['Robinia pseudoacacia 3x', 'Capsicum annuum 3x', 'Phosphorus 4x', 'Natrum phosphoricum 3x', 'Effective homoeopathic syrup for digestion', 'Gastro-Aid is indicated for digestive issues like hyperacidity, dyspepsia, nausea, vomiting, belching, flatulence, diarrhoea and constipation', 'This homoeopathic digestive tonic makes the process of digestion easy', 'Provides relief to patients suffering from gastric disorders, pancreatic disorders and intestinal affections', 'Read the label carefully', 'Do not exceed the recommended dose', 'Keep out of reach of children', 'Store in a cool, dry place']"
